,0,1,2,3,4,5,6,7
193,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0
194,2.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0
195,2.0,8.0,2.0,0.0,0.0,100.0,0.0,2.0
196,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
197,2.0,3.0,1.0,0.0,1.0,121.0,0.0,2.0
198,2.0,3.0,2.0,0.0,1.0,100.0,0.0,2.0
199,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
200,2.0,3.0,2.0,0.0,1.0,100.0,0.0,2.0
201,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
202,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
203,2.0,3.0,1.0,0.0,1.0,121.0,0.0,2.0
204,2.0,4.0,1.0,0.0,0.0,121.0,0.0,2.0
205,2.0,4.0,2.0,0.0,1.0,101.0,0.0,2.0
206,2.0,3.0,1.0,0.0,1.0,121.0,0.0,2.0
207,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0
208,3.0,3.0,1.0,1.0,0.0,101.0,1.0,2.0
209,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0
210,2.0,7.0,2.0,0.0,0.0,125.0,0.0,2.0
211,2.0,6.0,3.0,0.0,1.0,0.0,0.0,2.0
212,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
213,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
214,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
215,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
216,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
217,2.0,6.0,2.0,0.0,1.0,101.0,0.0,2.0
218,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
219,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
220,2.0,6.0,4.0,0.0,1.0,0.0,0.0,2.0
221,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
222,2.0,6.0,2.0,0.0,1.0,1.0,0.0,2.0
223,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
224,2.0,6.0,2.0,0.0,1.0,121.0,0.0,2.0
225,2.0,8.0,3.0,0.0,0.0,125.0,0.0,2.0
226,2.0,7.0,2.0,0.0,0.0,122.0,0.0,2.0
227,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
228,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
229,2.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0
230,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
231,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
232,2.0,7.0,2.0,0.0,0.0,121.0,0.0,2.0
233,2.0,5.0,3.0,0.0,1.0,101.0,0.0,2.0
234,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
235,2.0,6.0,3.0,0.0,1.0,101.0,0.0,2.0
236,2.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0
237,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
238,2.0,6.0,2.0,0.0,0.0,122.0,0.0,2.0
239,2.0,5.0,2.0,0.0,0.0,125.0,0.0,2.0
240,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0
241,2.0,6.0,3.0,0.0,0.0,125.0,0.0,2.0
242,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
243,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0
244,2.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0
245,2.0,6.0,2.0,0.0,1.0,121.0,0.0,2.0
246,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0
247,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0
248,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
249,2.0,7.0,2.0,0.0,0.0,122.0,0.0,2.0
250,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0
251,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0
252,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
253,2.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0
254,2.0,5.0,2.0,0.0,0.0,100.0,0.0,2.0
255,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0
256,2.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0
257,3.0,4.0,3.0,3.0,0.0,121.0,1.0,2.0
258,4.0,2.0,2.0,1.0,122.0,122.0,0.0,2.0
259,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0
260,2.0,6.0,4.0,0.0,290.0,0.0,0.0,2.0
261,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
262,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
263,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
264,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
265,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
266,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
267,3.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0
268,2.0,4.0,2.0,0.0,0.0,229.0,0.0,2.0
269,2.0,4.0,2.0,0.0,0.0,260.0,0.0,2.0
270,2.0,4.0,3.0,0.0,0.0,260.0,0.0,2.0
271,2.0,3.0,3.0,0.0,260.0,0.0,0.0,2.0
272,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0
273,3.0,3.0,3.0,1.0,169.0,178.0,1.0,2.0
274,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
275,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
276,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
277,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
278,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
279,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
280,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
281,2.0,2.0,1.0,0.0,197.0,4.0,0.0,2.0
282,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
283,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
284,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
285,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
286,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
287,2.0,3.0,1.0,0.0,144.0,9.0,0.0,2.0
288,2.0,4.0,3.0,0.0,0.0,122.0,0.0,2.0
289,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0
290,2.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0
291,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
292,2.0,4.0,3.0,0.0,0.0,145.0,0.0,2.0
293,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
294,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
295,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
296,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
297,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
298,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
299,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
300,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
301,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
302,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
303,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
304,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
305,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
320,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
321,2.0,2.0,1.0,0.0,40.0,0.0,0.0,2.0
322,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
323,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
324,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
325,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
326,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
327,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
328,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
329,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
330,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
331,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
332,1.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0
333,1.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0
334,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
335,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
336,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0
337,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
338,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
339,1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0
340,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0
341,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
342,1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0
343,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0
344,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0
345,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
346,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
347,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
348,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
349,2.0,3.0,1.0,0.0,65.0,4.0,0.0,1.0
350,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
351,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
352,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
353,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
360,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
361,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
362,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
363,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
364,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
365,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
366,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
367,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
369,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
370,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
371,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
372,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
373,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
374,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
375,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
376,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
377,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
378,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
379,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
380,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
381,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
382,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
383,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
384,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
385,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
386,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
387,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
393,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
400,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
401,2.0,2.0,2.0,0.0,40.0,0.0,0.0,1.0
402,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
